StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CF,AC1,AC1_DO,AC2,AC3,AC3_DO,AC4,AC4_DO,AC5,AC5_DO,AC6,AC6_DO,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q5_19,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q7,Q7_3_TEXT,Q8,Q9,Q9_6_TEXT,Q10,Q11,Q11_7_TEXT,Video_DO,Policy_DO
9/22/2019 17:00,9/22/2019 17:06,IP Address,144.92.38.239,100,355,TRUE,9/22/2019 17:06,R_8w8c2SmHMGNxPu9,,,,,43.0769043,-89.40940094,anonymous,EN,I consent to participate in this study.,,,,A gun,Papers|A phone|A pencil|A gun,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very slightly or not at all,Quite a bit,A little,Very slightly or not at all,A little,Moderately,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Moderately,Moderately,100,0,0,0,100,0,0,0,0,0,0,0,Disagree strongly,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncertain,Uncertain,Extremely characteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Male,,37,Caucasian or White,,Extremely liberal,Democratic Party,,V3,S1
9/22/2019 17:00,9/22/2019 17:06,IP Address,67.1.248.13,100,371,TRUE,9/22/2019 17:06,R_1ikuNtqiJaYNquh,,,,,32.26989746,-110.9852982,anonymous,EN,I consent to participate in this study.,,,,A gun,A phone|Papers|A pencil|A gun,,,,,,,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,40,70,100,90,50,50,100,80,100,100,100,100,Neither agree nor disagree,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Agree strongly,Neither agree nor disagree,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Uncertain,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Male,,41,Caucasian or White,,Extremely conservative,Republican Party,,V3,S4
9/22/2019 16:59,9/22/2019 17:06,IP Address,96.227.100.145,100,403,TRUE,9/22/2019 17:06,R_DwAtZpXyPV9noHv,,,,,40.58850098,-75.46420288,anonymous,EN,I consent to participate in this study.,,,,,,A bloody knife,Pig blood|A bloody knife|A head|A gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V4,
9/22/2019 17:00,9/22/2019 17:06,IP Address,73.232.241.243,100,384,TRUE,9/22/2019 17:06,R_1EhWuB3zOhkiN18,,,,,29.91960144,-95.43859863,anonymous,EN,I consent to participate in this study.,,,,,,A head,A bloody knife|Pig blood|A gun|A head,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Extremely,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Extremely,Very slightly or not at all,Very slightly or not at all,Extremely,Moderately,Very slightly or not at all,50,90,50,30,50,50,40,30,80,40,50,60,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Neither agree nor disagree,Extremely characteristic of me,Extremely characteristic of me,Uncertain,Extremely characteristic of me,Uncertain,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Uncertain,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Male,,21,Hispanic or Latinx,,Extremely liberal,Democratic Party,,V4,S5
9/22/2019 17:00,9/22/2019 17:06,IP Address,73.225.242.101,100,371,TRUE,9/22/2019 17:06,R_26lS4Fu62WqAyc7,,,,,48.79899597,-122.4499054,anonymous,EN,I consent to participate in this study.,,,,A gun,A pencil|Papers|A phone|A gun,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,A little,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Moderately,A little,Very slightly or not at all,Moderately,A little,Very slightly or not at all,100,30,0,10,100,80,0,0,50,0,10,0,Disagree strongly,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Agree strongly,Agree moderately,Disagree moderately,Disagree strongly,Disagree a little,Somewhat uncharacteristic of me,Uncertain,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncertain,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncertain,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat disagree,Agree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Female,,26,Caucasian or White,,Extremely liberal,No party,,V3,S8
9/22/2019 17:00,9/22/2019 17:06,IP Address,76.22.164.184,100,372,TRUE,9/22/2019 17:06,R_3ISPPScdrnpPEok,,,,,35.84509277,-86.49009705,anonymous,EN,I consent to participate in this study.,,,,,,,,"""REDRUM""","""SOS""|""REDRUM""|His name|""HAPPY BIRTHDAY""",,,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,100,100,70,0,30,60,0,0,50,10,0,0,Disagree strongly,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Agree a little,Agree moderately,Disagree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Somewhat characteristic of me,Uncertain,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncertain,Extremely characteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncertain,Uncertain,Extremely characteristic of me,Uncertain,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Female,,30,Asian American or Asian,,Moderate,No party,,V5,S4
9/22/2019 17:00,9/22/2019 17:06,IP Address,108.30.21.41,100,404,TRUE,9/22/2019 17:06,R_1H5euIXP60kjUwo,,,,,40.8881073,-73.84140015,anonymous,EN,I consent to participate in this study.,,,Papers,,,,,,,,,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,100,0,20,0,100,0,0,0,0,0,10,0,Disagree strongly,Agree a little,Disagree moderately,Agree strongly,Agree strongly,Agree strongly,Agree strongly,Agree moderately,Disagree strongly,Disagree strongly,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncertain,Extremely characteristic of me,Extremely uncharacteristic of me,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncertain,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Somewhat uncharacteristic of me,Uncertain,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,,45,Native American,,Extremely liberal,Democratic Party,,V2,S6
9/22/2019 17:00,9/22/2019 17:07,IP Address,76.236.12.196,100,408,TRUE,9/22/2019 17:07,R_1pXODb0G57Iq3Ea,,,,,43.08850098,-85.23130035,anonymous,EN,I consent to participate in this study.,,,,A gun,Papers|A phone|A gun|A pencil,,,,,,,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Extremely,Extremely,Very slightly or not at all,A little,Quite a bit,Very slightly or not at all,Extremely,Quite a bit,50,60,0,0,50,50,0,0,60,50,50,0,Disagree a little,Disagree moderately,Agree a little,Disagree a little,Agree moderately,Agree moderately,Agree moderately,Disagree strongly,Neither agree nor disagree,Disagree a little,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Uncertain,Somewhat characteristic of me,Uncertain,Somewhat characteristic of me,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncertain,Uncertain,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Female,,27,Caucasian or White,,Extremely liberal,Democratic Party,,V3,S6
9/22/2019 16:59,9/22/2019 17:07,IP Address,165.225.39.13,100,424,TRUE,9/22/2019 17:07,R_AmupU6NfXY81fNf,,,,,40.73800659,-73.9858017,anonymous,EN,I consent to participate in this study.,,,Papers,,,,,,,,,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,A little,Moderately,Very slightly or not at all,Very slightly or not at all,80,70,50,70,30,80,100,90,50,80,90,100,Disagree moderately,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Agree strongly,Disagree strongly,Agree strongly,Disagree a little,Extremely characteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncertain,Extremely characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Female,,26,Caucasian or White,,Moderate,No party,,V2,S1
9/22/2019 17:00,9/22/2019 17:07,IP Address,70.15.163.44,100,417,TRUE,9/22/2019 17:07,R_1gSDpIBAO3Syqlv,,,,,40.83250427,-75.70140076,anonymous,EN,I consent to participate in this study.,,,,,,,,,,Josh,Their dog|A camera|Their keys|Josh,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,10,100,80,60,10,70,20,60,70,80,60,80,Disagree a little,Disagree a little,Agree moderately,Agree moderately,Agree a little,Agree strongly,Agree a little,Disagree moderately,Disagree moderately,Disagree strongly,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncertain,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncertain,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Strongly agree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Female,,38,Caucasian or White,,Extremely conservative,Republican Party,,V6,S5
9/22/2019 17:00,9/22/2019 17:07,IP Address,99.100.238.66,100,403,TRUE,9/22/2019 17:07,R_9Hy0pHeLifjhptL,,,,,42.61239624,-83.03450012,anonymous,EN,I consent to participate in this study.,,,Papers,,,,,,,,,Agree,Agree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,90,80,100,50,70,90,0,0,80,90,50,80,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Female,,54,Caucasian or White,,Moderate,No party,,V2,S8
9/22/2019 17:01,9/22/2019 17:07,IP Address,173.239.87.202,100,316,TRUE,9/22/2019 17:07,R_1gCJdZmBzcPvTlz,,,,,44.87759399,-117.9756012,anonymous,EN,I consent to participate in this study.,A car honking,A cow mooing|A street vender talking|Coins going into a vending machine|A car honking,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Extremely,Moderately,Very slightly or not at all,Very slightly or not at all,Moderately,Extremely,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Very slightly or not at all,Moderately,100,0,50,0,100,50,0,0,100,50,100,100,Disagree a little,Disagree strongly,Agree a little,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Extremely characteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Uncertain,Extremely uncharacteristic of me,Uncertain,Uncertain,Extremely characteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,,61,Caucasian or White,,Moderately liberal,Democratic Party,,V1,S7
9/22/2019 17:00,9/22/2019 17:07,IP Address,73.52.71.107,100,415,TRUE,9/22/2019 17:07,R_3R3AQfndoB2xO8r,,,,,40.80180359,-78.07879639,anonymous,EN,I consent to participate in this study.,,,,A gun,A pencil|A gun|A phone|Papers,,,,,,,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,A little,Moderately,Moderately,Very slightly or not at all,Very slightly or not at all,A little,Quite a bit,A little,Quite a bit,Moderately,A little,A little,80,10,90,60,100,60,10,40,30,60,70,90,Agree moderately,Disagree moderately,Disagree moderately,Agree strongly,Agree a little,Agree a little,Agree moderately,Disagree strongly,Disagree moderately,Disagree moderately,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Uncertain,Uncertain,Uncertain,Somewhat characteristic of me,Uncertain,Somewhat uncharacteristic of me,Somewhat characteristic of me,Uncertain,Somewhat characteristic of me,Uncertain,Somewhat characteristic of me,Uncertain,Uncertain,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Female,,20,Caucasian or White,,Extremely liberal,Democratic Party,,V3,S7
9/22/2019 17:00,9/22/2019 17:07,IP Address,73.126.19.239,100,395,TRUE,9/22/2019 17:07,R_2WMwlNlKXxNWePE,,,,,42.75300598,-71.02700043,anonymous,EN,I consent to participate in this study.,A car honking,A street vender talking|Coins going into a vending machine|A car honking|A cow mooing,,,,,,,,,,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat agree,Moderately,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Moderately,A little,A little,Moderately,A little,Very slightly or not at all,40,70,50,50,30,70,60,60,70,60,70,50,Disagree a little,Agree a little,Agree a little,Agree moderately,Agree moderately,Agree moderately,Disagree a little,Disagree a little,Disagree moderately,Disagree a little,Uncertain,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncertain,Uncertain,Somewhat characteristic of me,Uncertain,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Male,,29,Caucasian or White,,Moderately conservative,Republican Party,,V1,S6
9/22/2019 17:00,9/22/2019 17:07,IP Address,174.85.209.241,100,423,TRUE,9/22/2019 17:07,R_1HnJUboeZ7C4tmO,,,,,34.83169556,-86.88670349,anonymous,EN,I consent to participate in this study.,,,,A gun,A phone|A gun|Papers|A pencil,,,,,,,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Moderately,Very slightly or not at all,Very slightly or not at all,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Moderately,40,80,70,60,30,90,90,100,70,80,80,100,Agree a little,Agree moderately,Agree moderately,Disagree moderately,Agree a little,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Agree a little,Somewhat uncharacteristic of me,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncertain,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Uncertain,Somewhat characteristic of me,Agree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Male,,27,Caucasian or White,,Moderately conservative,Republican Party,,V3,S6
9/22/2019 17:00,9/22/2019 17:07,IP Address,108.4.213.166,100,399,TRUE,9/22/2019 17:07,R_1hKDbG9zduGWpez,,,,,40.12150574,-75.32689667,anonymous,EN,I consent to participate in this study.,,,,,,A head,A bloody knife|Pig blood|A gun|A head,,,,,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Quite a bit,A little,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Very slightly or not at all,Very slightly or not at all,A little,Quite a bit,Very slightly or not at all,A little,100,0,10,0,70,0,50,0,0,20,70,0,Disagree strongly,Disagree moderately,Agree moderately,Disagree a little,Disagree moderately,Agree strongly,Disagree a little,Disagree a little,Agree moderately,Agree strongly,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncertain,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Uncertain,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Disagree,Agree,Disagree,Somewhat agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Male,,38,Caucasian or White,,Extremely liberal,Democratic Party,,V4,S5
9/22/2019 17:00,9/22/2019 17:07,IP Address,108.184.171.98,100,458,TRUE,9/22/2019 17:07,R_10H7DYX7gwdlUTz,,,,,34.10910034,-117.7126007,anonymous,EN,I consent to participate in this study.,,,,A gun,A gun|A pencil|A phone|Papers,,,,,,,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Quite a bit,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,90,20,80,50,60,10,100,90,80,80,100,90,Disagree moderately,Disagree moderately,Agree moderately,Disagree a little,Disagree moderately,Agree moderately,Agree moderately,Disagree moderately,Agree a little,Neither agree nor disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Uncertain,Extremely characteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Uncertain,Somewhat uncharacteristic of me,Uncertain,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Male,,45,Caucasian or White,,Moderately liberal,Democratic Party,,V3,S3
9/22/2019 17:00,9/22/2019 17:07,IP Address,99.177.185.161,100,432,TRUE,9/22/2019 17:07,R_5oNmwD6X4vDwKU9,,,,,34.06750488,-118.3520966,anonymous,EN,I consent to participate in this study.,,,,A gun,A pencil|Papers|A gun|A phone,,,,,,,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Quite a bit,A little,A little,A little,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Moderately,A little,A little,Quite a bit,50,50,30,60,60,10,10,10,30,20,30,10,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Agree a little,Agree a little,Agree a little,Disagree moderately,Disagree a little,Disagree strongly,Somewhat uncharacteristic of me,Uncertain,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncertain,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncertain,Uncertain,Somewhat uncharacteristic of me,Uncertain,Uncertain,Somewhat characteristic of me,Uncertain,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncertain,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Male,,35,Caucasian or White,,Extremely liberal,Democratic Party,,V3,S8
